Codigo;Nome completo;Unidade;Periodicidade;Inicio_dd/MM/aaaa;Ultimo_Valor;Desativada;Fonte;Especial
24987;Quantidade de correspondentes de cooperativas no Brasil;Unidades;A;31/12/2005;01/01/2016;N;Unicad;N
24988;Quantidade de correspondentes de cooperativas na região Centro Oeste;Unidades;A;31/12/2005;01/01/2016;N;Unicad;N
24989;Quantidade de correspondentes de cooperativas na região Nordeste;Unidades;A;31/12/2005;01/01/2016;N;Unicad;N
24990;Quantidade de correspondentes de cooperativas na região Norte;Unidades;A;31/12/2005;01/01/2016;N;Unicad;N
24991;Quantidade de correspondentes de cooperativas na região Sudeste;Unidades;A;31/12/2005;01/01/2016;N;Unicad;N
24992;Quantidade de correspondentes de cooperativas na região Sul;Unidades;A;31/12/2005;01/01/2016;N;Unicad;N
24993;Quantidade de agências de sociedades de crédito, financiamento e investimento no Brasil;Unidades;A;31/12/2005;01/01/2016;N;Unicad;N
24994;Quantidade de agências de sociedades de crédito, financiamento e investimento na região Centro-Oeste;Unidades;A;31/12/2005;01/01/2016;N;Unicad;N
24995;Quantidade de agências de sociedades de crédito, financiamento e investimento na região Nordeste;Unidades;A;31/12/2005;01/01/2016;N;Unicad;N
24996;Quantidade de agências de sociedades de crédito, financiamento e investimento na região Norte;Unidades;A;31/12/2005;01/01/2016;N;Unicad;N
24997;Quantidade de agências de sociedades de crédito, financiamento e investimento na região Sudeste;Unidades;A;31/12/2005;01/01/2016;N;Unicad;N
24998;Quantidade de agências de sociedades de crédito, financiamento e investimento na região Sul;Unidades;A;31/12/2005;01/01/2016;N;Unicad;N
24999;Quantidade de postos de atendimento de sociedades de crédito, financiamento e investimento no Brasil;Unidades;A;31/12/2005;01/01/2016;N;Unicad;N
25000;Quantidade de postos de atendimento de sociedades de crédito, financiamento e investimento na região Centro-Oeste;Unidades;A;31/12/2005;01/01/2016;N;Unicad;N
25001;Quantidade de postos de atendimento de sociedades de crédito, financiamento e investimento na região Nordeste;Unidades;A;31/12/2005;;;Unicad;N
25002;Quantidade de postos de atendimento de sociedades de crédito, financiamento e investimento na região Norte;Unidades;A;31/12/2005;;;Unicad;N
25003;Quantidade de postos de atendimento de sociedades de crédito, financiamento e investimento na região Sudeste;Unidades;A;31/12/2005;01/01/2016;N;Unicad;N
25004;Quantidade de postos de atendimento de sociedades de crédito, financiamento e investimento na região Sul;Unidades;A;31/12/2005;01/01/2016;N;Unicad;N
25005;Quantidade de correspondentes de sociedades de crédito, financiamento e investimento no Brasil;Unidades;A;31/12/2005;01/01/2016;N;Unicad;N
25006;Quantidade de correspondentes de sociedades de crédito, financiamento e investimento na região Centro-Oeste;Unidades;A;31/12/2005;01/01/2016;N;Unicad;N
25007;Quantidade de correspondentes de sociedades de crédito, financiamento e investimento na região Nordeste;Unidades;A;31/12/2005;01/01/2016;N;Unicad;N
25008;Quantidade de correspondentes de sociedades de crédito, financiamento e investimento na região Norte;Unidades;A;31/12/2005;01/01/2016;N;Unicad;N
25009;Quantidade de correspondentes de sociedades de crédito, financiamento e investimento na região Sudeste;Unidades;A;31/12/2005;01/01/2016;N;Unicad;N
25010;Quantidade de correspondentes de sociedades de crédito, financiamento e investimento na região Sul;Unidades;A;31/12/2005;01/01/2016;N;Unicad;N
25011;Quantidade de correspondentes de sociedades de crédito ao microempreendedor e à empresa de pequeno porte no Brasil;Unidades;A;31/12/2005;01/01/2016;N;Unicad;N
25012;Quantidade de correspondentes de sociedades de crédito ao microempreendedor e à empresa de pequeno porte na região Centro-Oeste;Unidades;A;31/12/2005;01/01/2016;N;Unicad;N
25013;Quantidade de correspondentes de sociedades de crédito ao microempreendedor e à empresa de pequeno porte na região Nordeste;Unidades;A;31/12/2005;01/01/2016;N;Unicad;N
25014;Quantidade de correspondentes de sociedades de crédito ao microempreendedor e à empresa de pequeno porte na região Norte;Unidades;A;31/12/2005;01/01/2016;N;Unicad;N
25015;Quantidade de correspondentes de sociedades de crédito ao microempreendedor e à empresa de pequeno porte na região Sudeste;Unidades;A;31/12/2005;01/01/2016;N;Unicad;N
25016;Quantidade de correspondentes de sociedades de crédito ao microempreendedor e à empresa de pequeno porte na região Sul;Unidades;A;31/12/2005;01/01/2016;N;Unicad;N
25017;Quantidade de pontos de atendimento por mil km² no país;Unidades;A;31/12/2005;01/01/2016;N;BCB-Depef;N
25018;Quantidade de pontos de atendimento por mil km² na região Centro-Oeste;Unidades;A;31/12/2005;01/01/2016;N;BCB-Depef;N
25019;Quantidade de pontos de atendimento por mil km² na região Nordeste;Unidades;A;31/12/2005;01/01/2016;N;BCB-Depef;N
25020;Quantidade de pontos de atendimento por mil km² na região Norte;Unidades;A;31/12/2005;01/01/2016;N;BCB-Depef;N
25021;Quantidade de pontos de atendimento por mil km² na região Sudeste;Unidades;A;31/12/2005;01/01/2016;N;BCB-Depef;N
25022;Quantidade de pontos de atendimento por mil km² na região Sul;Unidades;A;31/12/2005;01/01/2016;N;BCB-Depef;N
25023;Quantidade de sedes do segmento bancário, cooperativas, sociedade de crédito, financiamento e investimento (SCFI) e sociedade de crédito ao microempreendedor e à empresa de pequeno porte (SCMEPP) por mil km² no país;Unidades;A;31/12/2005;01/01/2016;N;BCB-Depef;N
25024;Quantidade de agências do segmento bancário, cooperativas, sociedade de crédito, financiamento e investimento (SCFI) e sociedade de crédito ao microempreendedor e à empresa de pequeno porte (SCMEPP) por mil km² no país;Unidades;A;31/12/2005;01/01/2016;N;BCB-Depef;N
25025;Quantidade de postos de atendimento (PA) do segmento bancário, cooperativas, sociedade de crédito, financiamento e investimento (SCFI) e sociedade de crédito ao microempreendedor e à empresa de pequeno porte (SCMEPP) por mil km² no país;Unidades;A;31/12/2005;01/01/2016;N;BCB-Depef;N
25026;Quantidade de postos de atendimento eletrônico (PAE) do segmento bancário, cooperativas, sociedade de crédito, financiamento e investimento (SCFI) e sociedade de crédito ao microempreendedor e à empresa de pequeno porte (SCMEPP) por mil km² no país;Unidades;A;31/12/2005;01/01/2016;N;BCB-Depef;N
25027;Quantidade de correspondentes do segmento bancário, cooperativas, sociedade de crédito, financiamento e investimento (SCFI) e sociedade de crédito ao microempreendedor e à empresa de pequeno porte (SCMEPP) por mil km² no país;Unidades;A;31/12/2005;01/01/2016;N;BCB-Depef;N
25028;Quantidade de ATMs do segmento bancário, cooperativas, sociedade de crédito, financiamento e investimento (SCFI) e sociedade de crédito ao microempreendedor e à empresa de pequeno porte (SCMEPP) por mil km² no país;Unidades;A;31/12/2005;01/01/2016;N;BCB-Depef;N
25029;Quantidade de pontos de atendimento por 10 mil adultos no país;Unidades;A;31/12/2005;01/01/2016;N;BCB-Depef;N
25030;Quantidade de pontos de atendimento por 10 mil adultos na região Centro-Oeste;Unidades;A;31/12/2005;01/01/2016;N;BCB-Depef;N
25031;Quantidade de pontos de atendimento por 10 mil adultos na região Nordeste;Unidades;A;31/12/2005;01/01/2016;N;BCB-Depef;N
25032;Quantidade de pontos de atendimento por 10 mil adultos na região Norte;Unidades;A;31/12/2005;01/01/2016;N;BCB-Depef;N
25033;Quantidade de pontos de atendimento por 10 mil adultos na região Sudeste;Unidades;A;31/12/2005;01/01/2016;N;BCB-Depef;N
25034;Quantidade de pontos de atendimento por 10 mil adultos na região Sul;Unidades;A;31/12/2005;01/01/2016;N;BCB-Depef;N
25035;Quantidade de sedes do segmento bancário, cooperativas, sociedade de crédito, financiamento e investimento (SCFI) e sociedade de crédito ao microempreendedor e à empresa de pequeno porte (SCMEPP) por 10 mil adultos no país;Unidades;A;31/12/2005;01/01/2016;N;BCB-Depef;N
25036;Quantidade de agências do segmento bancário, cooperativas, sociedade de crédito, financiamento e investimento (SCFI) e sociedade de crédito ao microempreendedor e à empresa de pequeno porte (SCMEPP) por 10 mil adultos no país;Unidades;A;31/12/2005;01/01/2016;N;BCB-Depef;N
25037;Quantidade de postos de atendimento (PA) do segmento bancário, cooperativas, sociedade de crédito, financiamento e investimento (SCFI) e sociedade de crédito ao microempreendedor e à empresa de pequeno porte (SCMEPP) por 10 mil adultos no país;Unidades;A;31/12/2005;01/01/2016;N;BCB-Depef;N
25038;Quantidade de postos de atendimento eletrônico (PAE) do segmento bancário, cooperativas, SCFI e SCMEPP por 10 mil adultos no país;Unidades;A;31/12/2005;01/01/2016;N;BCB-Depef;N
25039;Quantidade de correspondentes do segmento bancário, cooperativas, sociedade de crédito, financiamento e investimento (SCFI) e sociedade de crédito ao microempreendedor e à empresa de pequeno porte (SCMEPP) por 10 mil adultos no país;Unidades;A;31/12/2005;01/01/2016;N;BCB-Depef;N
25040;Quantidade de ATMs do segmento bancário, cooperativas, sociedade de crédito, financiamento e investimento (SCFI) e sociedade de crédito ao microempreendedor e à empresa de pequeno porte (SCMEPP) por 10 mil adultos no país;Unidades;A;31/12/2005;01/01/2016;N;BCB-Depef;N
25041;Quantidade de agências do segmento bancário por 10 mil adultos no país;Unidades;A;31/12/2005;01/01/2016;N;BCB-Depef;N
25042;Quantidade de agências do segmento bancário por 10 mil adultos na região Centro-Oeste;Unidades;A;31/12/2005;01/01/2016;N;BCB-Depef;N
25043;Quantidade de agências do segmento bancário por 10 mil adultos na região Nordeste;Unidades;A;31/12/2005;01/01/2016;N;BCB-Depef;N
25044;Quantidade de agências do segmento bancário por 10 mil adultos na região Norte;Unidades;A;31/12/2005;01/01/2016;N;BCB-Depef;N
25045;Quantidade de agências do segmento bancário por 10 mil adultos na região Sudeste;Unidades;A;31/12/2005;01/01/2016;N;BCB-Depef;N
25046;Quantidade de agências do segmento bancário por 10 mil adultos na região Sul;Unidades;A;31/12/2005;01/01/2016;N;BCB-Depef;N
25047;Quantidade de postos de atendimento (PA) do segmento bancário por 10 mil adultos no país;Unidades;A;31/12/2005;01/01/2016;N;BCB-Depef;N
25048;Quantidade de postos de atendimento (PA) do segmento bancário por 10 mil adultos na região Centro-Oeste;Unidades;A;31/12/2005;01/01/2016;N;BCB-Depef;N
25049;Quantidade de postos de atendimento (PA) do segmento bancário por 10 mil adultos na região Nordeste;Unidades;A;31/12/2005;01/01/2016;N;BCB-Depef;N
25050;Quantidade de postos de atendimento (PA) do segmento bancário por 10 mil adultos na região Norte;Unidades;A;31/12/2005;01/01/2016;N;BCB-Depef;N
25051;Quantidade de postos de atendimento (PA) do segmento bancário por 10 mil adultos na região Sudeste;Unidades;A;31/12/2005;01/01/2016;N;BCB-Depef;N
25052;Quantidade de postos de atendimento (PA) do segmento bancário por 10 mil adultos na região Sul;Unidades;A;31/12/2005;01/01/2016;N;BCB-Depef;N
25053;Quantidade de postos de atendimento eletrônico (PAE) do segmento bancário por 10 mil adultos no país;Unidades;A;31/12/2005;01/01/2016;N;BCB-Depef;N
25054;Quantidade de postos de atendimento eletrônico (PAE) do segmento bancário por 10 mil adultos na região Centro-Oeste;Unidades;A;31/12/2005;01/01/2016;N;BCB-Depef;N
25055;Quantidade de postos de atendimento eletrônico (PAE) do segmento bancário por 10 mil adultos na região Nordeste;Unidades;A;31/12/2005;01/01/2016;N;BCB-Depef;N
25056;Quantidade de postos de atendimento eletrônico (PAE) do segmento bancário por 10 mil adultos na região Norte;Unidades;A;31/12/2005;01/01/2016;N;BCB-Depef;N
25057;Quantidade de postos de atendimento eletrônico (PAE) do segmento bancário por 10 mil adultos na região Sudeste;Unidades;A;31/12/2005;01/01/2016;N;BCB-Depef;N
25058;Quantidade de postos de atendimento eletrônico (PAE) do segmento bancário por 10 mil adultos na região Sul;Unidades;A;31/12/2005;01/01/2016;N;BCB-Depef;N
25059;Quantidade de pontos de correspondentes autorizados a realizar a recepção e o encaminhamento de propostas de abertura de conta;Unidades;A;31/12/2005;01/01/2016;N;Unicad;N
25060;Quantidade de pontos de correspondentes autorizados a recebimentos, pagamentos e transferências eletrônicas;Unidades;A;31/12/2005;01/01/2016;N;Unicad;N
25061;Quantidade de pontos de correspondentes autorizados a recebimentos e pagamentos de qualquer natureza;Unidades;A;31/12/2005;01/01/2016;N;Unicad;N
25062;Quantidade de pontos de correspondentes autorizados a execução de ordens de pagamento;Unidades;A;31/12/2005;01/01/2016;N;Unicad;N
25063;Quantidade de pontos de correspondentes autorizados a recepção e encaminhamento de propostas op. de crédito/arrendamento;Unidades;A;31/12/2005;01/01/2016;N;Unicad;N
25064;Quantidade de pontos de correspondentes autorizados a recebimentos e pagamentos relativos a letras de câmbio;Unidades;A;31/12/2005;01/01/2016;N;Unicad;N
25065;Quantidade de pontos de correspondentes autorizados a recepção e encaminhamento de propostas de cartão de crédito;Unidades;A;31/12/2005;01/01/2016;N;Unicad;N
25068;Quantidade de pontos de correspondentes autorizados a outros serviços controle de operações - Res. 3110, Inc IX;Unidades;A;31/12/2005;01/01/2011;S;Unicad;N
25079;Taxa de crescimento do PIB real - China;Var. % anual;A;31/12/1970;01/01/2015;S;NBS;N
25100;Dívida Externa - Moeda - Mercadorias;US$ (milhões);T;31/12/2011;01/04/2017;N;BCB-DSTAT;N
25101;Dívida Externa - Moeda - Demais moedas;US$ (milhões);T;31/12/2011;01/04/2017;N;BCB-DSTAT;N
25102;Governo Geral - Longo Prazo - Títulos de Dívida - Valor Nominal;US$ (milhões);T;31/12/2009;01/04/2017;N;BCB-DSTAT;N
25103;Quantidade de clientes detentores de contas de depósitos a vista;Unidades (milhões);A;30/12/2005;01/01/2016;N;FGC;N
25104;Quantidade de clientes detentores de contas de depósitos de poupança;Unidades (milhões);A;31/12/2005;01/01/2016;N;FGC;N
25105;Quantidade de clientes detentores de contas especiais de depósitos a vista (contas simplificadas);Unidades (milhões);A;31/12/2012;01/01/2016;N;BCB-Desig;N
25106;Quantidade de clientes detentores de contas especiais de depósitos a vista ativas (contas simplificadas);Unidades (milhões);A;31/12/2012;01/01/2016;N;BCB-Desig;N
25107;Quantidade de clientes detentores de contas especiais de depósitos de poupança (contas simplificadas);Unidades (milhões);A;31/12/2012;01/01/2016;N;BCB-Desig;N
25108;Quantidade de clientes detentores de contas especiais de depósitos de poupança ativas (contas simplificadas);Unidades (milhões);A;31/12/2012;01/01/2016;N;BCB-Desig;N
25109;Quantidade de clientes por faixa de depósito de poupança - até R$100;Unidades (milhões);A;31/12/2005;01/01/2016;N;FGC;N
25110;Quantidade de clientes por faixa de depósito de poupança - R$100 a R$500;Unidades (milhões);A;31/12/2005;01/01/2016;N;FGC;N
25111;Quantidade de clientes por faixa de depósito de poupança - de R$500 a R$1000;Unidades (milhões);A;31/12/2005;01/01/2016;N;FGC;N
25112;Quantidade de clientes por faixa de depósito de poupança - de R$1.000 a R$2.000;Unidades (milhões);A;31/12/2005;01/01/2016;N;FGC;N
25113;Quantidade de clientes por faixa de depósito de poupança - de R$2.000 a R$5.000;Unidades (milhões);A;31/12/2005;01/01/2016;N;FGC;N
25114;Quantidade de clientes por faixa de depósito de poupança - de R$5.000 a R$10.000;Unidades (milhões);A;31/12/2005;01/01/2016;N;FGC;N
25115;Quantidade de clientes por faixa de depósito de poupança - de R$10.000 a R$15.000;Unidades (milhões);A;31/12/2005;01/01/2016;N;FGC;N
25116;Quantidade de clientes por faixa de depósito de poupança - de R$15.000 a R$20.000;Unidades (milhões);A;31/12/2005;01/01/2016;N;FGC;N
25117;Quantidade de clientes por faixa de depósito de poupança - de R$20.000 a R$25.000;Unidades (milhões);A;31/12/2005;01/01/2016;N;FGC;N
25118;Quantidade de clientes por faixa de depósito de poupança - de R$25.000 a R$30.000;Unidades (milhões);A;31/12/2005;01/01/2016;N;FGC;N
25119;Quantidade de clientes por faixa de depósito de poupança - acima de R$30.000;Unidades (milhões);A;31/12/2005;01/01/2016;N;FGC;N
25120;Quantidade de adultos com relacionamento bancário com idade entre 15 e 24 anos;Unidades (milhões);A;31/12/2005;01/01/2016;N;BCB-Depef;N
25121;Quantidade de adultos com relacionamento bancário com idade entre 25 e 34 anos;Unidades (milhões);A;31/12/2005;01/01/2016;N;BCB-Depef;N
25122;Quantidade de adultos com relacionamento bancário com idade entre 35 e 44 anos;Unidades (milhões);A;31/12/2005;01/01/2016;N;BCB-Depef;N
25123;Quantidade de adultos com relacionamento bancário com idade entre 45 a 54 anos;Unidades (milhões);A;31/12/2005;01/01/2016;N;BCB-Depef;N
25124;Quantidade de adultos com relacionamento bancário com idade entre 55 a 64 anos;Unidades (milhões);A;31/12/2005;01/01/2016;N;BCB-Depef;N
25125;Quantidade de adultos com relacionamento bancário com idade acima de 65 anos;Unidades (milhões);A;31/12/2005;01/01/2016;N;BCB-Depef;N
25126;Percentual de adultos com relacionamento bancário;%;A;31/12/2005;01/01/2016;N;BCB-Depef;N
25127;Quantidade de adultos com relacionamento bancário - Brasil;Unidades (milhões);A;31/12/2005;01/01/2016;N;BCB-Depef;N
25128;Quantidade de adultos com relacionamento bancário - Centro-Oeste;Unidades (milhões);A;31/12/2005;01/01/2016;N;BCB-Depef;N
25129;Quantidade de adultos com relacionamento bancário - Nordeste;Unidades (milhões);A;31/12/2005;01/01/2016;N;BCB-Depef;N
25130;Quantidade de adultos com relacionamento bancário - Norte;Unidades (milhões);A;31/12/2005;01/01/2016;N;BCB-Depef;N
25131;Quantidade de adultos com relacionamento bancário - Sudeste;Unidades (milhões);A;31/12/2005;01/01/2016;N;BCB-Depef;N
25132;Quantidade de adultos com relacionamento bancário - Sul;Unidades (milhões);A;31/12/2005;01/01/2016;N;BCB-Depef;N
25133;Saldo de depósitos a vista;R$ (milhões);A;31/12/2005;01/01/2015;S;Cosif;N
25134;Saldo de depósitos de Poupança;R$ (milhões);A;31/12/2005;01/01/2015;S;Cosif;N
25135;Saldo de depósito de poupança para a faixa de até R$100;R$ (milhões);A;31/12/2005;01/01/2016;N;FGC;N
25136;Saldo de depósito de poupança para a faixa de R$100 a R$500;R$ (milhões);A;31/12/2005;01/01/2016;N;FGC;N
25137;Saldo de depósito de poupança para a faixa de R$500 a R$1.000;R$ (milhões);A;31/12/2005;01/01/2016;N;FGC;N
25138;Saldo de depósito de poupança para a faixa de R$1.000 a R$2.000;R$ (milhões);A;31/12/2005;01/01/2016;N;FGC;N
25139;Saldo de depósito de poupança para a faixa de R$2.000 a R$5.000;R$ (milhões);A;31/12/2005;01/01/2016;N;FGC;N
25140;Saldo de depósito de poupança para a faixa de R$5000 a R$10000;R$ (milhões);A;31/12/2005;01/01/2016;N;FGC;N
25141;Saldo de depósito de poupança para a faixa de R$10.000 a R$15.000;R$ (milhões);A;31/12/2005;01/01/2016;N;FGC;N
25142;Saldo de depósito de poupança para a faixa de R$15.000 a R$20.000;R$ (milhões);A;31/12/2005;01/01/2016;N;FGC;N
25143;Saldo de depósito de poupança para a faixa de R$20.000 a R$25.000;R$ (milhões);A;31/12/2005;01/01/2016;N;FGC;N
25144;Saldo de depósito de poupança para a faixa de R$25.000 a R$30.000;R$ (milhões);A;31/12/2005;01/01/2016;N;FGC;N
25145;Saldo de depósito de poupança a acima de R$30.000;R$ (milhões);A;31/12/2005;01/01/2016;N;FGC;N
25146;Cartões de débito emitidos;R$ (milhões);A;31/12/2010;01/01/2015;S;BCB-Deban;N
25147;Cartões de crédito emitidos;Unidades (milhões);A;31/12/2010;01/01/2015;S;BCB-Deban;N
25148;Cartões de débito ativos;Unidades (milhões);A;31/12/2010;01/01/2015;S;BCB-Deban;N
25149;Cartões de crédito ativos;Unidades (milhões);A;31/12/2010;01/01/2015;S;BCB-Deban;N
25150;Quantidade de transações por canal de acesso;Unidades (milhões);A;31/12/2010;01/01/2016;N;BCB-Deban;N
25151;Quantidade de transações por canal presencial;Unidades (milhões);A;31/12/2010;01/01/2016;N;BCB-Deban;N
25152;Quantidade de transações por boleto por canal presencial;Unidades (milhões);A;31/12/2010;01/01/2016;N;BCB-Deban;N
25153;Quantidade de depositos por canal presencial;Unidades (milhões);A;31/12/2010;01/01/2016;N;BCB-Deban;N
25154;Quantidade de ordem de transferência de crédito por canal presencial;Unidades (milhões);A;31/12/2010;01/01/2016;N;BCB-Deban;N
25155;Quantidade de empréstimos e financiamentos por canal presencial;Unidades (milhões);A;31/12/2010;01/01/2016;N;BCB-Deban;N
25156;Quantidade de saques por canal presencial;Unidades (milhões);A;31/12/2010;01/01/2016;N;BCB-Deban;N
25157;Quantidade de outras transações financeiras por canal presencial;Unidades (milhões);A;31/12/2010;01/01/2016;N;BCB-Deban;N
25158;Quantidade de consultas de extrato/saldo por canal presencial;Unidades (milhões);A;31/12/2010;01/01/2016;N;BCB-Deban;N
25159;Quantidade de outras transações não financeiras por canal presencial;Unidades (milhões);A;31/12/2010;01/01/2016;N;BCB-Deban;N
25160;Quantidade de saques por canal não presencial;Unidades (milhões);A;31/12/2010;;;BCB-Deban;N
25161;Quantidade de transações por canal não presencial;Unidades (milhões);A;31/12/2010;01/01/2016;N;BCB-Deban;N
25162;Quantidade de transações por boleto por canal não presencial;Unidades (milhões);A;31/12/2010;01/01/2016;N;BCB-Deban;N
25163;Quantidade de depositos por canal não presencial;Unidades (milhões);A;31/12/2010;;;BCB-Deban;N
25164;Quantidade de ordem de transferência de crédito por canal não presencial;Unidades (milhões);A;31/12/2010;01/01/2016;N;BCB-Deban;N
25165;Quantidade de empréstimo e financiamento por canal não presencial;Unidades (milhões);A;31/12/2010;01/01/2016;N;BCB-Deban;N
25166;Quantidade de outras transações financeiras por canal não presencial;Unidades (milhões);A;31/12/2010;01/01/2016;N;BCB-Deban;N
25167;Quantidade de consultas de extrato/saldo por canal não presencial;Unidades (milhões);A;31/12/2010;01/01/2016;N;BCB-Deban;N
25168;Quantidade de outras transações não financeiras por canal não presencial;Unidades (milhões);A;31/12/2010;01/01/2016;N;BCB-Deban;N
25169;Quantidade de transações por canal presencial : agências-postos tradicionais;Unidades (milhões);A;31/12/2010;01/01/2016;N;BCB-Deban;N
25170;Quantidade de transações por canal presencial : atm;Unidades (milhões);A;31/12/2010;01/01/2016;N;BCB-Deban;N
25171;Quantidade de transações por canal presencial : correspondentes no País;Unidades (milhões);A;31/12/2010;01/01/2016;N;BCB-Deban;N
25172;Quantidade de transações por boleto por canal presencial : agências-postos tradicionais;Unidades (milhões);A;31/12/2010;01/01/2016;N;BCB-Deban;N
25173;Quantidade de transações por boleto por canal presencial : ATM;Unidades (milhões);A;31/12/2010;01/01/2016;N;BCB-Deban;N
25174;Quantidade de transações por boleto por canal presencial : correspondentes no País;Unidades (milhões);A;31/12/2010;01/01/2016;N;BCB-Deban;N
25175;Quantidade de depósitos por canal presencial : agências-postos tradicionais;Unidades (milhões);A;31/12/2010;01/01/2016;N;BCB-Deban;N
25176;Quantidade de depósitos por canal presencial : atm;Unidades (milhões);A;31/12/2010;01/01/2016;N;BCB-Deban;N
25177;Quantidade de depósitos por canal presencial : correspondentes no País;Unidades (milhões);A;31/12/2010;01/01/2016;N;BCB-Deban;N
25178;Quantidade de ordem de transferência de crédito por canal presencial : agências-postos tradicionais;Unidades (milhões);A;31/12/2010;01/01/2016;N;BCB-Deban;N
25179;Quantidade de ordem de transferência de crédito por canal presencial : atm;Unidades (milhões);A;31/12/2010;01/01/2016;N;BCB-Deban;N
25180;Quantidade de ordem de transferência de crédito por canal presencial : correspondentes no País;Unidades (milhões);A;31/12/2010;01/01/2016;N;BCB-Deban;N
25181;Quantidade de empréstimos e financiamentos por canal presencial : agências-postos tradicionais;Unidades (milhões);A;31/12/2010;01/01/2016;N;BCB-Deban;N
25182;Quantidade de empréstimos e financiamentos por canal presencial : atm;Unidades (milhões);A;31/12/2010;01/01/2016;N;BCB-Deban;N
25183;Quantidade de empréstimos e financiamentos por canal presencial : correspondentes no País;Unidades (milhões);A;31/12/2010;01/01/2016;N;BCB-Deban;N
25184;Quantidade de saques por canal presencial : agências-postos tradicionais;Unidades (milhões);A;31/12/2010;01/01/2016;N;BCB-Deban;N
25185;Quantidade de saques por canal presencial : atm;Unidades (milhões);A;31/12/2010;01/01/2016;N;BCB-Deban;N
25186;Quantidade de saques por canal presencial : correspondentes no País;Unidades (milhões);A;31/12/2010;01/01/2016;N;BCB-Deban;N
25187;Quantidade de outras transações financeiras por canal presencial : agências-postos tradicionais;Unidades (milhões);A;31/12/2010;01/01/2016;N;BCB-Deban;N
25188;Quantidade de outras transações financeiras por canal presencial : atm;Unidades (milhões);A;31/12/2010;01/01/2016;N;BCB-Deban;N
25189;Quantidade de outras transações financeiras por canal presencial : correspondentes no País;Unidades (milhões);A;31/12/2010;01/01/2016;N;BCB-Deban;N
25190;Quantidade de consultas de extrato/saldo por canal presencial : agências-postos tradicionais;Unidades (milhões);A;31/12/2010;01/01/2016;N;BCB-Deban;N
25191;Quantidade de consultas de extrato/saldo por canal presencial : atm;Unidades (milhões);A;31/12/2010;01/01/2016;N;BCB-Deban;N
25192;Quantidade de consultas de extrato/saldo por canal presencial : correspondentes no País;Unidades (milhões);A;31/12/2010;01/01/2016;N;BCB-Deban;N
25193;Quantidade de outras transações não financeiras por canal presencial : agências-postos tradicionais;Unidades (milhões);A;31/12/2010;01/01/2016;N;BCB-Deban;N
25194;Quantidade de outras transações não financeiras por canal presencial : atm;Unidades (milhões);A;31/12/2010;01/01/2016;N;BCB-Deban;N
25195;Quantidade de outras transações não financeiras por canal presencial : correspondentes no País;Unidades (milhões);A;31/12/2010;01/01/2016;N;BCB-Deban;N
25196;Quantidade de transações por canal não presencial : internet, home e office banking;Unidades (milhões);A;31/12/2010;01/01/2016;N;BCB-Deban;N
25197;Quantidade de transações por canal não presencial : centrais de atendimento (call centers);Unidades (milhões);A;31/12/2010;01/01/2016;N;BCB-Deban;N
25198;Quantidade de transações por canal não presencial : telefones celulares e tablets (wireless);Unidades (milhões);A;31/12/2010;01/01/2016;N;BCB-Deban;N
25199;Quantidade de transações por boleto por canal não presencial : centrais de atendimento (call centerss);Unidades (milhões);A;31/12/2010;01/01/2016;N;BCB-Deban;N
25200;Quantidade de transações por boleto por canal não presencial : internet, home office banking;Unidades (milhões);A;31/12/2010;01/01/2016;N;BCB-Deban;N
25201;Quantidade de transações por boleto por canal não presencial : telefones celulares e tablets (wireless);Unidades (milhões);A;31/12/2010;01/01/2016;N;BCB-Deban;N
25202;Quantidade de depósitos por canal não presencial : centrais de atendimento (call centerss);Unidades (milhões);A;31/12/2010;;;BCB-Deban;N
25203;Quantidade de depósitos por canal não presencial : internet, home office banking;Unidades (milhões);A;31/12/2010;;;BCB-Deban;N
25204;Quantidade de depósitos por canal não presencial : telefones celulares e tablets (wireless);Unidades (milhões);A;31/12/2010;;;BCB-Deban;N
25205;Quantidade de ordem de transferência de crédito por canal não presencial : centrais de atendimento (call centers);Unidades (milhões);A;31/12/2010;01/01/2016;N;BCB-Deban;N
25206;Quantidade de ordem de transferência de crédito por canal não presencial : internet, home office banking;Unidades (milhões);A;31/12/2010;01/01/2016;N;BCB-Deban;N
25207;Quantidade de ordem de transferência de crédito por canal não presencial : telefones celulares e tablets (wireless);Unidades (milhões);A;31/12/2010;01/01/2016;N;BCB-Deban;N
25208;Quantidade de empréstimos e financiamentos por canal não presencial : centrais de atendimento (call centers);Unidades (milhões);A;31/12/2010;01/01/2016;N;BCB-Deban;N
25209;Quantidade de empréstimos e financiamentos por canal não presencial : internet, home office banking;Unidades (milhões);A;31/12/2010;01/01/2016;N;BCB-Deban;N
25210;Quantidade de empréstimos e financiamentos por canal não presencial : telefones celulares e tablets (wireless);Unidades (milhões);A;31/12/2010;01/01/2016;N;BCB-Deban;N
25211;Quantidade de saques por canal não presencial : centrais de atendimento (call centers);Unidades (milhões);A;31/12/2010;;;BCB-Deban;N
25212;Quantidade de saques por canal não presencial : internet, home office banking;Unidades (milhões);A;31/12/2010;;;BCB-Deban;N
25213;Quantidade de saques por canal não presencial : telefones celulares e tablets (wireless);Unidades (milhões);A;31/12/2010;;;BCB-Deban;N
25214;Quantidade de outras transações financeiras por canal não presencial : centrais de atendimento (call centers);Unidades (milhões);A;31/12/2010;01/01/2016;N;BCB-Deban;N
