Codigo;Nome completo;Unidade;Periodicidade;Inicio_dd/MM/aaaa;Ultimo_Valor;Desativada;Fonte;Especial
5064;NFSP sem desvalorização cambial - Fluxo acumulado em 12 meses - Juros nominais - Externa - Empresas estatais federais;R$ (milhões);M;01/11/2002;01/08/2017;N;BCB-DSTAT;N
5065;NFSP sem desvalorização cambial - Fluxo acumulado em 12 meses - Juros nominais - Externa - Empresas estatais estaduais;R$ (milhões);M;01/12/1998;01/08/2017;N;BCB-DSTAT;N
5066;NFSP sem desvalorização cambial - Fluxo acumulado em 12 meses - Juros nominais - Externa - Empresas estatais municipais;R$ (milhões);M;01/12/1998;01/08/2017;N;BCB-DSTAT;N
5067;NFSP sem desvalorização cambial - Fluxo acumulado em 12 meses - Juros nominais - Externa - Setor público consolidado;R$ (milhões);M;01/11/2002;01/08/2017;N;BCB-DSTAT;N
5068;NFSP sem desvalorização cambial - Fluxo acumulado em 12 meses - Resultado primário - Total - Governo Federal e Banco Central;R$ (milhões);M;01/12/1991;01/08/2017;N;BCB-DSTAT;N
5069;NFSP sem desvalorização cambial - Fluxo acumulado em 12 meses - Resultado primário - Total - Governo Federal;R$ (milhões);M;01/12/1999;01/08/2017;N;BCB-DSTAT;N
5070;NFSP sem desvalorização cambial - Fluxo acumulado em 12 meses - Resultado primário - Total - Banco Central;R$ (milhões);M;01/12/1999;01/08/2017;N;BCB-DSTAT;N
5071;NFSP sem desvalorização cambial - Fluxo acumulado em 12 meses - Resultado primário - Total - Governos estaduais e municipais;R$ (milhões);M;01/12/1991;01/08/2017;N;BCB-DSTAT;N
5072;NFSP sem desvalorização cambial - Fluxo acumulado em 12 meses - Resultado primário - Total - Governos estaduais;R$ (milhões);M;01/12/1998;01/08/2017;N;BCB-DSTAT;N
5073;NFSP sem desvalorização cambial - Fluxo acumulado em 12 meses - Resultado primário - Total - Governos municipais;R$ (milhões);M;01/12/1998;01/08/2017;N;BCB-DSTAT;N
5074;NFSP sem desvalorização cambial - Fluxo acumulado em 12 meses - Resultado primário - Total - Empresas estatais;R$ (milhões);M;01/11/2002;01/08/2017;N;BCB-DSTAT;N
5075;NFSP sem desvalorização cambial - Fluxo acumulado em 12 meses - Resultado primário - Total - Empresas estatais federais;R$ (milhões);M;01/11/2002;01/08/2017;N;BCB-DSTAT;N
5076;NFSP sem desvalorização cambial - Fluxo acumulado em 12 meses - Resultado primário - Total - Empresas estatais estaduais;R$ (milhões);M;01/12/1996;01/08/2017;N;BCB-DSTAT;N
5077;NFSP sem desvalorização cambial - Fluxo acumulado em 12 meses - Resultado primário - Total - Empresas estatais municipais;R$ (milhões);M;01/12/1996;01/08/2017;N;BCB-DSTAT;N
5078;NFSP sem desvalorização cambial - Fluxo acumulado em 12 meses - Resultado primário - Total - Setor público consolidado;R$ (milhões);M;01/11/2002;01/08/2017;N;BCB-DSTAT;N
5079;NFSP sem desvalorização cambial - Fluxo acumulado em 12 meses - Resultado operacional - Total - Governo Federal e Banco Central;R$ (milhões);M;01/12/1991;01/12/2009;S;BCB-DSTAT;N
5080;NFSP sem desvalorização cambial - Fluxo acumulado em 12 meses - Resultado operacional - Total - Governo Federal;R$ (milhões);M;01/12/1999;01/12/2009;S;BCB-DSTAT;N
5081;NFSP sem desvalorização cambial - Fluxo acumulado em 12 meses - Resultado operacional - Total - Banco Central;R$ (milhões);M;01/12/1999;01/12/2009;S;BCB-DSTAT;N
5082;NFSP sem desvalorização cambial - Fluxo acumulado em 12 meses - Resultado operacional - Total - Governos estaduais e municipais;R$ (milhões);M;01/12/1991;01/12/2009;S;BCB-DSTAT;N
5083;NFSP sem desvalorização cambial - Fluxo acumulado em 12 meses - Resultado operacional - Total - Governos estaduais;R$ (milhões);M;01/12/1998;01/12/2009;S;BCB-DSTAT;N
5084;NFSP sem desvalorização cambial - Fluxo acumulado em 12 meses - Resultado operacional - Total - Governos municipais;R$ (milhões);M;01/12/1998;01/12/2009;S;BCB-DSTAT;N
5085;NFSP sem desvalorização cambial - Fluxo acumulado em 12 meses - Resultado operacional - Total - Empresas estatais;R$ (milhões);M;01/11/2002;01/12/2009;S;BCB-DSTAT;N
5086;NFSP sem desvalorização cambial - Fluxo acumulado em 12 meses - Resultado operacional - Total - Empresas estatais federais;R$ (milhões);M;01/11/2002;01/12/2009;S;BCB-DSTAT;N
5087;NFSP sem desvalorização cambial - Fluxo acumulado em 12 meses - Resultado operacional - Total - Empresas estatais estaduais;R$ (milhões);M;01/12/1998;01/12/2009;S;BCB-DSTAT;N
5088;NFSP sem desvalorização cambial - Fluxo acumulado em 12 meses - Resultado operacional - Total - Empresas estatais municipais;R$ (milhões);M;01/12/1998;01/12/2009;S;BCB-DSTAT;N
5089;NFSP sem desvalorização cambial - Fluxo acumulado em 12 meses - Resultado operacional - Total - Setor público consolidado;R$ (milhões);M;01/11/2002;01/12/2009;S;BCB-DSTAT;N
5090;NFSP sem desvalorização cambial - Fluxo acumulado em 12 meses - Resultado operacional - Interna - Governo Federal e Banco Central;R$ (milhões);M;01/12/1991;01/12/2009;S;BCB-DSTAT;N
5091;NFSP sem desvalorização cambial - Fluxo acumulado em 12 meses - Resultado operacional - Interna - Governo Federal;R$ (milhões);M;01/12/1999;01/12/2009;S;BCB-DSTAT;N
5092;NFSP sem desvalorização cambial - Fluxo acumulado em 12 meses - Resultado operacional - Interna - Banco Central;R$ (milhões);M;01/12/1999;01/12/2009;S;BCB-DSTAT;N
5093;NFSP sem desvalorização cambial - Fluxo acumulado em 12 meses - Resultado operacional - Interna - Governos estaduais e municipais;R$ (milhões);M;01/12/1991;01/12/2009;S;BCB-DSTAT;N
5094;NFSP sem desvalorização cambial - Fluxo acumulado em 12 meses - Resultado operacional - Interna - Governos estaduais;R$ (milhões);M;01/12/1998;01/12/2009;S;BCB-DSTAT;N
5095;NFSP sem desvalorização cambial - Fluxo acumulado em 12 meses - Resultado operacional - Interna - Governos municipais;R$ (milhões);M;01/12/1998;01/12/2009;S;BCB-DSTAT;N
5096;NFSP sem desvalorização cambial - Fluxo acumulado em 12 meses - Resultado operacional - Interna - Empresas estatais;R$ (milhões);M;01/11/2002;01/12/2009;S;BCB-DSTAT;N
5097;NFSP sem desvalorização cambial - Fluxo acumulado em 12 meses - Resultado operacional - Interna - Empresas estatais federais;R$ (milhões);M;01/11/2002;01/12/2009;S;BCB-DSTAT;N
5098;NFSP sem desvalorização cambial - Fluxo acumulado em 12 meses - Resultado operacional - Interna - Empresas estatais estaduais;R$ (milhões);M;01/12/1998;01/12/2009;S;BCB-DSTAT;N
5099;NFSP sem desvalorização cambial - Fluxo acumulado em 12 meses - Resultado operacional - Interna - Empresas estatais municipais;R$ (milhões);M;01/12/1998;01/12/2009;S;BCB-DSTAT;N
5100;NFSP sem desvalorização cambial - Fluxo acumulado em 12 meses - Resultado operacional - Interna - Setor público consolidado;R$ (milhões);M;01/11/2002;01/12/2009;S;BCB-DSTAT;N
5101;NFSP sem desvalorização cambial - Fluxo acumulado em 12 meses - Resultado operacional - Externa - Governo Federal e Banco Central;R$ (milhões);M;01/12/1991;01/12/2009;S;BCB-DSTAT;N
5102;NFSP sem desvalorização cambial - Fluxo acumulado em 12 meses - Resultado operacional - Externa - Governo Federal;R$ (milhões);M;01/12/1999;01/12/2009;S;BCB-DSTAT;N
5103;NFSP sem desvalorização cambial - Fluxo acumulado em 12 meses - Resultado operacional - Externa - Banco Central;R$ (milhões);M;01/12/1999;01/12/2009;S;BCB-DSTAT;N
5104;NFSP sem desvalorização cambial - Fluxo acumulado em 12 meses - Resultado operacional - Externa - Governos estaduais e municipais;R$ (milhões);M;01/12/1991;01/12/2009;S;BCB-DSTAT;N
5105;NFSP sem desvalorização cambial - Fluxo acumulado em 12 meses - Resultado operacional - Externa - Governos estaduais;R$ (milhões);M;01/12/1998;01/12/2009;S;BCB-DSTAT;N
5106;NFSP sem desvalorização cambial - Fluxo acumulado em 12 meses - Resultado operacional - Externa - Governos municipais;R$ (milhões);M;01/12/1998;01/12/2009;S;BCB-DSTAT;N
5107;NFSP sem desvalorização cambial - Fluxo acumulado em 12 meses - Resultado operacional - Externa - Empresas estatais;R$ (milhões);M;01/11/2002;01/12/2009;S;BCB-DSTAT;N
5108;NFSP sem desvalorização cambial - Fluxo acumulado em 12 meses - Resultado operacional - Externa - Empresas estatais federais;R$ (milhões);M;01/11/2002;01/12/2009;S;BCB-DSTAT;N
5109;NFSP sem desvalorização cambial - Fluxo acumulado em 12 meses - Resultado operacional - Externa - Empresas estatais estaduais;R$ (milhões);M;01/12/1998;01/12/2009;S;BCB-DSTAT;N
5110;NFSP sem desvalorização cambial - Fluxo acumulado em 12 meses - Resultado operacional - Externa - Empresas estatais municipais;R$ (milhões);M;01/12/1998;01/12/2009;S;BCB-DSTAT;N
5111;NFSP sem desvalorização cambial - Fluxo acumulado em 12 meses - Resultado operacional - Externa - Setor público consolidado;R$ (milhões);M;01/11/2002;01/12/2009;S;BCB-DSTAT;N
5112;NFSP sem desvalorização cambial - Fluxo acumulado em 12 meses - Juros reais - Total - Governo Federal e Banco Central;R$ (milhões);M;01/12/1991;01/12/2009;S;BCB-DSTAT;N
5113;NFSP sem desvalorização cambial - Fluxo acumulado em 12 meses - Juros reais - Total - Governo Federal;R$ (milhões);M;01/12/1999;01/12/2009;S;BCB-DSTAT;N
5114;NFSP sem desvalorização cambial - Fluxo acumulado em 12 meses - Juros reais - Total - Banco Central;R$ (milhões);M;01/12/1999;01/12/2009;S;BCB-DSTAT;N
5115;NFSP sem desvalorização cambial - Fluxo acumulado em 12 meses - Juros reais - Total - Governos estaduais e municipais;R$ (milhões);M;01/12/1991;01/12/2009;S;BCB-DSTAT;N
5116;NFSP sem desvalorização cambial - Fluxo acumulado em 12 meses - Juros reais - Total - Governos estaduais;R$ (milhões);M;01/12/1998;01/12/2009;S;BCB-DSTAT;N
5117;NFSP sem desvalorização cambial - Fluxo acumulado em 12 meses - Juros reais - Total - Governos municipais;R$ (milhões);M;01/12/1998;01/12/2009;S;BCB-DSTAT;N
5118;NFSP sem desvalorização cambial - Fluxo acumulado em 12 meses - Juros reais - Total - Empresas estatais;R$ (milhões);M;01/11/2002;01/12/2009;S;BCB-DSTAT;N
5119;NFSP sem desvalorização cambial - Fluxo acumulado em 12 meses - Juros reais - Total - Empresas estatais federais;R$ (milhões);M;01/11/2002;01/12/2009;S;BCB-DSTAT;N
5120;NFSP sem desvalorização cambial - Fluxo acumulado em 12 meses - Juros reais - Total - Empresas estatais estaduais;R$ (milhões);M;01/12/1998;01/12/2009;S;BCB-DSTAT;N
5121;NFSP sem desvalorização cambial - Fluxo acumulado em 12 meses - Juros reais - Total - Empresas estatais municipais;R$ (milhões);M;01/12/1998;01/12/2009;S;BCB-DSTAT;N
5122;NFSP sem desvalorização cambial - Fluxo acumulado em 12 meses - Juros reais - Total - Setor público consolidado;R$ (milhões);M;01/11/2002;01/12/2009;S;BCB-DSTAT;N
5123;NFSP sem desvalorização cambial - Fluxo acumulado em 12 meses - Juros reais - Interna - Governo Federal e Banco Central;R$ (milhões);M;01/12/1991;01/12/2009;S;BCB-DSTAT;N
5124;NFSP sem desvalorização cambial - Fluxo acumulado em 12 meses - Juros reais - Interna - Governo Federal;R$ (milhões);M;01/12/1999;01/12/2009;S;BCB-DSTAT;N
5125;NFSP sem desvalorização cambial - Fluxo acumulado em 12 meses - Juros reais - Interna - Banco Central;R$ (milhões);M;01/12/1999;01/12/2009;S;BCB-DSTAT;N
5126;NFSP sem desvalorização cambial - Fluxo acumulado em 12 meses - Juros reais - Interna - Governos estaduais e municipais;R$ (milhões);M;01/12/1991;01/12/2009;S;BCB-DSTAT;N
5127;NFSP sem desvalorização cambial - Fluxo acumulado em 12 meses - Juros reais - Interna - Governos estaduais;R$ (milhões);M;01/12/1998;01/12/2009;S;BCB-DSTAT;N
5128;NFSP sem desvalorização cambial - Fluxo acumulado em 12 meses - Juros reais - Interna - Governos municipais;R$ (milhões);M;01/12/1998;01/12/2009;S;BCB-DSTAT;N
5129;NFSP sem desvalorização cambial - Fluxo acumulado em 12 meses - Juros reais - Interna - Empresas estatais;R$ (milhões);M;01/11/2002;01/12/2009;S;BCB-DSTAT;N
5130;NFSP sem desvalorização cambial - Fluxo acumulado em 12 meses - Juros reais - Interna - Empresas estatais federais;R$ (milhões);M;01/11/2002;01/12/2009;S;BCB-DSTAT;N
5131;NFSP sem desvalorização cambial - Fluxo acumulado em 12 meses - Juros reais - Interna - Empresas estatais estaduais;R$ (milhões);M;01/12/1998;01/12/2009;S;BCB-DSTAT;N
5132;NFSP sem desvalorização cambial - Fluxo acumulado em 12 meses - Juros reais - Interna - Empresas estatais municipais;R$ (milhões);M;01/12/1998;01/12/2009;S;BCB-DSTAT;N
5133;NFSP sem desvalorização cambial - Fluxo acumulado em 12 meses - Juros reais - Interna - Setor público consolidado;R$ (milhões);M;01/11/2002;01/12/2009;S;BCB-DSTAT;N
5134;NFSP sem desvalorização cambial - Fluxo acumulado em 12 meses - Juros reais - Externa - Governo Federal e Banco Central;R$ (milhões);M;01/12/1991;01/12/2009;S;BCB-DSTAT;N
5135;NFSP sem desvalorização cambial - Fluxo acumulado em 12 meses - Juros reais - Externa - Governo Federal;R$ (milhões);M;01/12/1999;01/12/2009;S;BCB-DSTAT;N
5136;NFSP sem desvalorização cambial - Fluxo acumulado em 12 meses - Juros reais - Externa - Banco Central;R$ (milhões);M;01/12/1999;01/12/2009;S;BCB-DSTAT;N
5137;NFSP sem desvalorização cambial - Fluxo acumulado em 12 meses - Juros reais - Externa - Governos estaduais e municipais;R$ (milhões);M;01/12/1991;01/12/2009;S;BCB-DSTAT;N
5138;NFSP sem desvalorização cambial - Fluxo acumulado em 12 meses - Juros reais - Externa - Governos estaduais;R$ (milhões);M;01/12/1998;01/12/2009;S;BCB-DSTAT;N
5139;NFSP sem desvalorização cambial - Fluxo acumulado em 12 meses - Juros reais - Externa - Governos municipais;R$ (milhões);M;01/12/1998;01/12/2009;S;BCB-DSTAT;N
5140;NFSP sem desvalorização cambial - Fluxo acumulado em 12 meses - Juros reais - Externa - Empresas estatais;R$ (milhões);M;01/11/2002;01/12/2009;S;BCB-DSTAT;N
5141;NFSP sem desvalorização cambial - Fluxo acumulado em 12 meses - Juros reais - Externa - Empresas estatais federais;R$ (milhões);M;01/11/2002;01/12/2009;S;BCB-DSTAT;N
5142;NFSP sem desvalorização cambial - Fluxo acumulado em 12 meses - Juros reais - Externa - Empresas estatais estaduais;R$ (milhões);M;01/12/1998;01/12/2009;S;BCB-DSTAT;N
5143;NFSP sem desvalorização cambial - Fluxo acumulado em 12 meses - Juros reais - Externa - Empresas estatais municipais;R$ (milhões);M;01/12/1998;01/12/2009;S;BCB-DSTAT;N
5144;NFSP sem desvalorização cambial - Fluxo acumulado em 12 meses - Juros reais - Externa - Setor público consolidado;R$ (milhões);M;01/11/2002;01/12/2009;S;BCB-DSTAT;N
5145;NFSP sem desvalorização cambial - Fluxo acumulado em 12 meses (valorizado) - Resultado nominal - Total - Governo Federal e Banco Central;R$ (milhões);M;01/12/1991;01/12/2009;S;BCB-DSTAT;N
5146;NFSP sem desvalorização cambial - Fluxo acumulado em 12 meses (valorizado) - Resultado nominal - Total - Governo Federal;R$ (milhões);M;01/12/1999;01/12/2009;S;BCB-DSTAT;N
5829;NFSP sem desvalorização cambial (% PIB) - Fluxo acumulado em 12 meses - Juros reais - Total - Banco Central;%;M;01/12/1999;01/12/2009;S;BCB-DSTAT;N
5148;NFSP sem desvalorização cambial - Fluxo acumulado em 12 meses (valorizado) - Resultado nominal - Total - Governos estaduais e municipais;R$ (milhões);M;01/12/1991;01/12/2009;S;BCB-DSTAT;N
5149;NFSP sem desvalorização cambial - Fluxo acumulado em 12 meses (valorizado) - Resultado nominal - Total - Governos estaduais;R$ (milhões);M;01/12/1998;01/12/2009;S;BCB-DSTAT;N
5150;NFSP sem desvalorização cambial - Fluxo acumulado em 12 meses (valorizado) - Resultado nominal - Total - Governos municipais;R$ (milhões);M;01/12/1998;01/12/2009;S;BCB-DSTAT;N
5151;NFSP sem desvalorização cambial - Fluxo acumulado em 12 meses (valorizado) - Resultado nominal - Total - Empresas estatais;R$ (milhões);M;01/11/2002;01/12/2009;S;BCB-DSTAT;N
5152;NFSP sem desvalorização cambial - Fluxo acumulado em 12 meses (valorizado) - Resultado nominal - Total - Empresas estatais federais;R$ (milhões);M;01/11/2002;01/12/2009;S;BCB-DSTAT;N
5153;NFSP sem desvalorização cambial - Fluxo acumulado em 12 meses (valorizado) - Resultado nominal - Total - Empresas estatais estaduais;R$ (milhões);M;01/12/1998;01/12/2009;S;BCB-DSTAT;N
5154;NFSP sem desvalorização cambial - Fluxo acumulado em 12 meses (valorizado) - Resultado nominal - Total - Empresas estatais municipais;R$ (milhões);M;01/12/1998;01/12/2009;S;BCB-DSTAT;N
5155;NFSP sem desvalorização cambial - Fluxo acumulado em 12 meses (valorizado) - Resultado nominal - Total - Setor público consolidado;R$ (milhões);M;01/11/2002;01/12/2009;S;BCB-DSTAT;N
5156;NFSP sem desvalorização cambial - Fluxo acumulado em 12 meses (valorizado) - Resultado nominal - Interna - Governo Federal e Banco Central;R$ (milhões);M;01/12/1991;01/12/2009;S;BCB-DSTAT;N
5157;NFSP sem desvalorização cambial - Fluxo acumulado em 12 meses (valorizado) - Resultado nominal - Interna - Governo Federal;R$ (milhões);M;01/12/1999;01/12/2009;S;BCB-DSTAT;N
5158;NFSP sem desvalorização cambial - Fluxo acumulado em 12 meses (valorizado) - Resultado nominal - Interna - Banco Central;R$ (milhões);M;01/12/1999;01/12/2009;S;BCB-DSTAT;N
5159;NFSP sem desvalorização cambial - Fluxo acumulado em 12 meses (valorizado) - Resultado nominal - Interna - Governos estaduais e municipais;R$ (milhões);M;01/12/1991;01/12/2009;S;BCB-DSTAT;N
5160;NFSP sem desvalorização cambial - Fluxo acumulado em 12 meses (valorizado) - Resultado nominal - Interna - Governos estaduais;R$ (milhões);M;01/12/1998;01/12/2009;S;BCB-DSTAT;N
5161;NFSP sem desvalorização cambial - Fluxo acumulado em 12 meses (valorizado) - Resultado nominal - Interna - Governos municipais;R$ (milhões);M;01/12/1998;01/12/2009;S;BCB-DSTAT;N
5162;NFSP sem desvalorização cambial - Fluxo acumulado em 12 meses (valorizado) - Resultado nominal - Interna - Empresas estatais;R$ (milhões);M;01/11/2002;01/12/2009;S;BCB-DSTAT;N
5163;NFSP sem desvalorização cambial - Fluxo acumulado em 12 meses (valorizado) - Resultado nominal - Interna - Empresas estatais federais;R$ (milhões);M;01/11/2002;01/12/2009;S;BCB-DSTAT;N
5164;NFSP sem desvalorização cambial - Fluxo acumulado em 12 meses (valorizado) - Resultado nominal - Interna - Empresas estatais estaduais;R$ (milhões);M;01/12/1998;01/12/2009;S;BCB-DSTAT;N
5165;NFSP sem desvalorização cambial - Fluxo acumulado em 12 meses (valorizado) - Resultado nominal - Interna - Empresas estatais municipais;R$ (milhões);M;01/12/1998;01/12/2009;S;BCB-DSTAT;N
5166;NFSP sem desvalorização cambial - Fluxo acumulado em 12 meses (valorizado) - Resultado nominal - Interna - Setor público consolidado;R$ (milhões);M;01/11/2002;01/12/2009;S;BCB-DSTAT;N
5167;NFSP sem desvalorização cambial - Fluxo acumulado em 12 meses (valorizado) - Resultado nominal - Externa - Governo Federal e Banco Central;R$ (milhões);M;01/12/1991;01/12/2009;S;BCB-DSTAT;N
